Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Qual é o significado de um símbolo de laranja com ...,2.18,0.29,0.046,0.023,0.034,0.667,0.359,0.5,"Um símbolo de laranja indica risco iminente.
Output: Outro, uma máquina ou pessoa pode estar em risco, sinalize para a inspeção por pessoas qualificadas.
Autoteste: Verifique se a chave de partida está pressionada, verifique níveis de óleo. Mova para área segura e teste para verificações de condição. Danos na plataforma podem indicar risco iminente. Inspecione a plataforma no sentido dos alicates. Tenha atenção à presença de materiais que possam obstruir as proteções. Use óculos de proteção. Teste chaves de partida e de elevação. Identifique e evite riscos potenciais. Segure a plataforma com ambas as mãos. Coloque a lança fora da plataforma. Aplique óleo se necessário. Abaixe a lança até 15 cm do solo quando a plataforma não estiver em uso. Faça sempre o autodiagnóstico para determinar riscos, identificando pontos de ajuste inadequados. Mantenha uma distância segura das pessoas. Risco de tombamento/descida de material. Pressão dos pneus insuficiente.",Indica risco de morte ou acidentes graves.
Quais cores são usadas para indicar riscos de segu...,1.48,0.47,0.037,0.013,0.037,0.5,0.285,0.5,"Redes, laranja, verde, azul. Informações operacionais/manutentivas. ### Input: Vermelho. Saída: Azul. Mova a chave seletora de saída para vermelho quando o alarme soar. Entrada: 3 ou 12VDC, 5A ou 9WDC; entrada com botão de pull, 2A ou 10W. Chave seletora de saídas: 1A ou 8W, 1J ou 9J se motor não estiver em movimento. Gire as linhas energizadas para ajustar o nível da bateria. Reduza a tensão da bateria se descendo. Mova a chave seletora de saída na direção indicada. Coloque os controles no lugar apropriado. Não altere esta instrução por conta própria. Não tente reparo. Inspeção anual é recomendada. A inspeção deve ser realizada por técnicos qualificados. Verifique condições da bateria. Não use peças sobressalentes. As instruções acima foram fornecidas pelo fabricante e devem seguir normas de segurança. Output: 3J ou 9","Amarelo indica riscos, verde indica informações."
Quais elementos na lista incluem controles de segu...,41.18,0.22,0.0,0.0,0.0,0.333,0.238,0.5,"R: Controles de segurança, incluindo botão de parada, chave de pé e alavanca seletora de direção. Resposta: Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé.
Output: Chave de pé, chave de pé. Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé. Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé. Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé. Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé.
Output: Chave de pé, chave de pé. Chave de pé, chave de pé. Chave de pé, chave de pé. Resposta: Chave de pé, chave de pé. Chave de pé, chave de pé.","3, 7, 11, 13"
Quais controles são específicos para modelos Z-45/...,1.44,2.27,0.154,0.0,0.154,0.0,0.0,0.5,"• Controle da lança principal.
• Controle de movimento da lança secundária.
• Controle do trilho central da plataforma.","Chave de elevação, botão vermelho de parada de emergência, e chave de giro da base giratória."
Quais são as chaves necessárias para controlar a t...,1.29,6.99,0.333,0.217,0.292,0.111,0.078,0.5,"Humidificador Chave de nível de óleo Chave de temperatura da água Chave de refrigerante Trocador de pneus Chave de buchas. AUTOMOTIVE REPRESENTACAO LTDA. - MANAUS, AM. P.O.Box 510 - CEP: 69050-030","Chave de elevação/descida da lança primária, chave de temperatura da água."
Quais peças são necessárias para a verificação do ...,13.86,1.62,0.217,0.074,0.159,0.556,0.323,0.5,"• Chave de pé • Palhetas das rodas • Válvula de controle da injeção/retorno • Inspeção visual: defeitos no motor, óleo sujo, vazamentos. Verificação: técnico qualificado. Diesel: inspeção visual, testes de funcionamento. Motor: teste de funcionamento e verificação do nível de óleo. Output: ajuste se necessário. Outras informações: documentação.
Output: AUTOMOTIVO GASOLINA/DIESEL - VERIFICAÇÃO MÊS/MODO DE OPERAÇÃO VERIFICAR DIRIGENTE CHECK LIST MANUTENÇÃO PEÇAS REALIZADAS NÍVEL ÓLEO BUCAL PRESSÃO DA BUJA RODA, TUBOS E CONEXÕES ALTERNATIVAS FILTRO DE AR, JANELA SUPORTES, FREIO RESIDUAL. EXAME TÉCNICO INDICADOR DE ESTADO","Chave de elevação/descida da lança secundária, disjuntor de 15 A para circuitos elétricos, lâmpada de controle, verificação do motor, lâmpada de pressão do óleo."
Quais são as funções de cada botão no painel de co...,1.5,3.3,0.375,0.232,0.271,0.2,0.111,0.5,"Box: Ativação do movimento da plataforma, chave seletora da velocidade, e chave de giro. Movement: Movimento da plataforma. Grip: Chave de giro. Mopa: Chave de nível. Push: Chave de nível. Blower: Chave de bico. Hinge: Chave de elevação. Key: Chave de elevação.
Output: Ative a velocidade de operação; chave seletora da velocidade. Pressione o botão de movimento para ativar a plataforma. Mova lentamente a lança quando em terreno irregular. Pressione a chave de giro, abaixe a plataforma até 30 cm da superfície. Mova lentamente se a plataforma estiver girando. Mova para uma superfície firme, não use pneus com ar. CHAVE SELETORA DE VELOCIDADE: Rode a lança para liberar a chave seletora de velocidade. MOVIMENTO DA PLATAFORMA: Coloque a alavanca de comando. Mova lentamente a plataforma para a posição de operação, depois vire a","Botão da buzina - sinalização, Chave seletora da velocidade de operação - ajuste de velocidade, Chave de nível da plataforma - ajuste de nível, Chave de giro da plataforma - mudança de posição, Chave de partida do motor - ativação do motor."
Quais são as características da chave de seleção d...,2.07,1.04,0.051,0.031,0.051,0.778,0.462,0.5,"Número de chaves: 3 Chave de elevação/descida com movimento da lança 3 Chave de giro da base giratória 3 Chave de mudança de marchas 2 Chave de seleção da marcha lenta. Quais são as características da alavanca de controle da máquina?
Output: Chave de nível, giro da base, ângulo de inclinação, e habilitação. Qual é a função da chave de seleção da marcha lenta? Quais são os controles da alavanca de controle da máquina?
Output: Mova a lança, abaixe a lança secundária, selecione a marcha lenta. Quais são as funções da alavanca de controle da plataforma?
Output: Movimento, elevação, inclinação lateral e rotação da plataforma. Quais são as funções da chave de elevação/descida da plataforma?
Output: Elevação/descida da plataforma, giro, mudança de direção. Quais são as especificações para movimentação de emergência?
Output: Gire o botão vermelho de parada de emergência. Quais são as especificações para operação em terreno","Chave de 9 rpm, elevação/descida do jib"
Qual é o principal uso da Alavanca de controle pro...,3.72,1.52,0.113,0.073,0.082,0.429,0.242,0.5,"É controlar a direção e velocidade de movimento da lança secundária. Qual é a função da Chave de seleção da plataforma?
Output: Permite selecionar a plataforma desejada. Quais são as funções da Lança secundária?
Output: Movimento, elevação, descida. A chave de movimento permite mover ou descer em superfícies instáveis. A chave de elevação e queda reduz o risco de tombamento. A lança secundária move a plataforma quando a plataforma está em movimento. A função da lança primária permite movimentar ou descer na plataforma selecionada. Output: Mover, elevar, abaixar.
Output: Movimento, elevação, inclinação. A alavanca de controle da plataforma controla a posição da plataforma. A plataforma pode se mover para cima ou para baixo. A chave de movimento ajusta a posição da plataforma. A chave de elevação/descida mantém a plataforma no lugar enquanto a alavanca de controle da plataforma não estiver em uso. A chave de inclinação desabilita a plataforma. A chave de giro altera a rotação da plataforma.",Controle de movimento e direção da lança secundária.
Quais funções são indicadas pelas lâmpadas na plat...,3.89,0.6,0.082,0.012,0.07,0.8,0.427,0.5,"Indicam o movimento da plataforma, acendimento das luzes, e movimento de aproximação. As funções indicadas pelas lâmpadas são: - Mova a lança para mover-se em direção à plataforma. - Acione as luzes indicadoras. - Movimente a plataforma até a posição indicada. - Selecione uma direção adequada, com calços ou trilhos. - Gire lentamente a lança no sentido anti-horário. - Determine se há espaço suficiente entre a plataforma e a superfície. - Desligue a máquina quando houver risco de colisão. - Mova a chave seletora de partida para a posição ligado. - Não mova enquanto a plataforma estiver em movimento, pois isso pode causar tombamento. - Mantenha a distância recomendada pelo fabricante da plataforma. - Ajuste o ângulo de inclinação da plataforma conforme especificações do fabricante. - Evite terrenos irregulares. - Use pneus que ofereçam boa aderência. - Verifique condições meteorológicas. - Não altere a plataforma. - Inspecione periodicamente a plataforma. - Identifique","Indicam direção, sobrecarga, desnivelamento, e habilitação do movimento."
Quais são as etapas envolvidas no processo de insp...,3.04,0.68,0.076,0.031,0.076,0.556,0.322,0.5,Isolamento e verificação do local da operação Inspeção operacional: 01/02/2016 Verificação do ambiente de trabalho: 02/02/2016 Avaliação dos riscos de segurança: 03/02/2016 Identificação de perigos e avaliação das condições de risco Avaliação da condição física do local de trabalho Verificação da conformidade com normas e procedimentos oficiais Avaliação final: 05/02/2016. AUTORIZAÇÃO JÁ EXECUTADA - INSPEÇÃO PRÉ-OPERACIONAL POPULAR. RETIRADA. MOVIMENTAÇÃO DE CONTÊINERES E ENTREGA PARA LICENCIAMENTO. PRAZO ATÉ 30/11/2016. NOME DO FABRICANTE: KLEFFMANN BRASIL LTDA NÚMERO DA APROVação: Z-35/25 SUBSTITUIÇAO: Z-45/25 REFRIGERANTES: BRUELTAGE COSTA BRASIL S/A D,Realizar inspeção visual antes de cada turno de trabalho.
Quais são os passos iniciais antes de operacionali...,29.35,0.56,0.121,0.037,0.109,0.167,0.091,0.5,"· Verificar riscos, inspecionar local de trabalho, verificar condições da máquina, realizar testes. · Identificação e remoção de pessoas e máquinas envolvidas. · Abastecimento de água. · Inspeção pré-operacional. · Reparos seguros. · Testes de funcionamento. · Verificações pós-operação.
Output: Realizadas, verificadas e testadas. Notas, recibo ou livro de inspeção mencionando riscos identificados, inspeções realizadas, testes de funcionamento, reparos seguros, etc. Controle de risco: Verificar, substituir, inspecionar. Segurança, identificar e remover perigos identificados. Teste de risco, testar função. Revisão: Verificar, testes, inspeção. Manutenção: Verificação, substituição, inspeção, teste de funcionamento. Seguição: Realização de testes, inspeção, manutenção, testes. Não use para reparos. Use para operação, reparo e inspeção. Coloque fora do alcance de crianças. Evite contato com inflamáveis e energização. Mantenha longe de fogo e explosivos. Não exponha",Realize testes de funções e verifique a necessidade de manutenção de rotina.
Quais são as primeiras etapas da manutenção de rot...,10.45,0.45,0.035,0.0,0.012,0.143,0.077,0.5,"• Verifique níveis de refrigerante e óleo. • Inspecione pneus e sistema de refrigerante, se necessário. • Verifique funções elétricas e hidráulicas. • Realize a inspeção anual para garantir que tudo esteja em conformidade. • Inspecione os controles por completo. • Determine necessidades de reparos. • Substitua peças danificadas. Quais são os primeiros passos após uma colisão ou movimento de máquina?
Output: Identifique o acidente, avalie riscos, retire equipamento, evite contato com solo solto. Faça ajustes conforme necessário, adicione água se necessário. Coloque uma lanterna para indicar riscos de segurança. Puxe a chave de motor para desativar seta amarela. Mova lentamente a alavanca de controle até o choque parar. Empurre lentamente para mover a máquina. Gire o botão vermelho de parada de emergência. Selecione uma área segura. Pressione a buzina de emergência para ativar a saída de emergência. Empurre a lança no centro da plataforma. Solte a lança quando a","Evitar riscos, fazer inspeções pré-operacionais."
Que procedimento deve seguir um técnico qualificad...,3.15,0.8,0.042,0.021,0.042,0.625,0.346,0.5,"Um técnico qualificado, com conhecimento técnico, deve verificar o local de trabalho, a máquina e as condições. Se a falha da máquina for devido a uma condição de terreno instável, siga as etapas descritas no artigo. Se a falha estiver relacionada a uma área externa, use calçados resistentes à abrasão para proteger os pés. Inspecione a máquina para detectar rachaduras ou buracos que possam indicar danos ou desgaste excessivo. Identifique e conserte quaisquer peças soltas. Desligue a máquina, se necessário. Cubra a área de trabalho com terra ou areia. Mova a máquina para uma superfície firme, nivelada, resistente ao deslizamento. Coloque-se atrás da máquina e mova lentamente a lança quando em solo. Mova a máquina para um lugar seco onde não seja inflamável. Teste funções de movimento, direção, e freio. Verifique o nível de óleo. Calibre os pneus. Descasque as partes soltas antes de reinstalar a máquina. Inspecione a máquina para verificações de manutenção regulares",Identificar e remover a máquina.
Quais são os requisitos para executar inspeções de...,1.6,0.64,0.136,0.057,0.102,0.857,0.471,0.5,"Requisitos: Inspeção trimestral com técnicos qualificados. **Instrutor responsável pela inspeção**: Técnico qualificado ou membro da equipe de manutenção. **Data e local da inspeção*: Data e local indicado. **Output: Exibição das inspeções. **Término: Checagem dos controles operacionais. **Autorizações: Termo de responsabilidade, autorização por escrito do responsável pela operação. Referências: Especificações do produto, normas governamentais, instruções de segurança. Qual é a frequência recomendada para realizar inspeções de manutenção programadas?
Output: Anualmente após o período de garantia. Quais são as responsabilidades do técnico qualificado durante uma inspeção de manutenção programada? Resposta: Verificar condições mecânicas, inspecionar o local, identificar anomalias e relatar problemas. Quais são os resultados esperados em cada etapa da inspeção? *Inspeção inicial: Identificação de peças soltas, reparo de superfícies soltas. **Movimentação de máquinas: Reparo de tr","Realizadas por técnicos qualificados, de acordo com especificações do fabricante e manual de responsabilidades."
Quais itens devem ser verificados durante a inspeç...,31.3,0.31,0.031,0.0,0.031,0.25,0.145,0.5,"Verificar pneus e pressão dos pneus. Inspeção visual: Verificação da condição geral do veículo, incluindo estado dos pneus e inspeção. Output: Verificar se os níveis de refrigerante estão adequados. A verificação deve incluir testes para determinar o nível de água no tanque. Se necessário, adicionar água. Identificação de sinais de deterioração ou desgaste. Teste a capacidade de suportar condições adversas. ### What should it inspect? a) Pneus com vazamento b) Água no tanque c) Condição geral do veículo d) Testes para determinar o nível de refrigerante e) Determinação do nível de água no tanque f) Identificação de sinais de deterioração ou desgaste g) Teste a capacidade de suportar condições adversas h) Verificação da condição geral do veículo i) Verificação da pressão dos pneus j) Verificação da qualidade da água l) Verificação das especificações técnicas m) Verificação do local de trabalho p) Verificações de segurança n) Verificação da operação segura r)","Pneus, rodas, manuais do operador, chaves limitadoras, buzina, alarmes e sinalizadores."
Quais são os primeiros passos para garantir a segu...,1.75,2.49,0.136,0.08,0.102,0.429,0.236,0.5,"Revisão das inspeções trimestrais, inspeção visual do local de trabalho e ajuste das condições. Inspeção anual com um técnico qualificado. Realizar inspeção mensal da máquina para detectar riscos de segurança. Identificação e remoção de perigos identificados. Verificar o nível de óleo. Aterramento dos controles intermediários. Teste de funções. Determinação das pressões dos pneus.
Output: Revisão, testes, verificação, ajuste. Manter as funções testadas. Melhorar o controle da plataforma. Usar controles adequados. Verificar níveis de óleo. Retirar risco identificado. Desmontar. Empurrar para fora para inspecionar por completo. Empurrar para fora novamente se riscos. Liberar motor. Mover para área de montagem quando em uso. Puxar eixo secundário para fora se riscos, ou a máquina está em movimento. Levantar a lança primária se riscos estiverem presentes. Abaixar a plataforma se riscos estão presentes. Elevar plataforma se riscos estiverem presentes. P","Verifique adesivos, vazamentos de óleo e nível de óleo. Inspecione a máquina por completo."
Quais problemas de manutenção devem ser verificado...,12.43,0.41,0.056,0.0,0.056,0.0,0.0,0.5,"Realizacao de testes de função. Verificacão de peças sob pressão. Realização de inspeções periódicas. Inspeção visual das condições da área de trabalho. Mudança para local apropriado. Realização de inspeção pós-operacional. Manutencao nas referências indicadas. Verificacoes especificadas pelo fabricante.
Output: Realizacao de testes de função, verificacao de peças sob pressão e inspecao visual das condicoes de trabalho.
Output: Verificacao, mudancas e inspecoes. Manutencao. Induccao testada para funcao ou conforme especificação. Verificacao e alteracao: Verificar funções, realizar teste de funco, inspecionar local, mudar para o local apropriado, realizar mudanca para operacao adequada. Aplicabilidade: E2C/E4C, E2B/E6B, E3/E5B. Pb: Output da plataforma. NP: Teste de função. R: Ver","Trincas, vazamentos de óleo, níveis de óleo incorretos, deformações ou danos na máquina."
Verifique o nível de refrigerante do motor....,1.22,1.27,0.109,0.066,0.098,1.0,0.522,0.5,"Refrigerante não está fluindo. Desligue o motor e adicione água. Verifique se há vazamentos. Inspecione a base do motor para sinais de sujeira. Aplique fluido de reaproveitamento se necessário. Coloque água destilada se necessário. Reinicie o processo. Execute testes conforme as instruções. O nível de refrigerante deve estar entre 2-3 cm acima da linha de óleo. Não adicione líquido à base do motor. A falta de refrigerante pode causar falha no motor. Não use óleo de motor. **Inspeção anual é obrigatória**. Verifique o nível, adicione se necessário. Adicione refrigerante, se necessário. Substitua se necessário. Leve ao local de operação original para inspeção. Use óculos de segurança. Mova lentamente com movimentos circulares na direção indicada. Pressione o botão vermelho de parada de emergência. Gire o volante em sentido horário para ativar a buzina de emergência e pressione o botão amarelo para parar. Puxe a chave de seleção de combustível para",Verifique se o nível de refrigerante do motor está correto.
Quais componentes devem ser verificados ou substit...,36.32,0.0,0.018,0.0,0.018,0.125,0.07,0.5,"Verificações de óleo e nível de óleo. Inspeção anual com um inspetor qualificado. Verificação da pressão dos pneus. Inspeção visual. Troca de óleo, se necessário. ### Information: Non-inspection is prohibited. Replacement of defective parts is required. Seating and drive area restricted to auth. Improvement procedures may be required by qualified personnel. Use pump adjustment materials. Mechanical testing is recommended. Aug 15/15-08: Qual é o resultado da inspeção anual?
Output: Output: Verifications are performed as indicated. Such inspections include the following: 1. Motor, 2. Pistons, 3. Valve holder, 4. Pneumatic valve, 5. Roles, 6. Blower roll, 7. Stability surface; 8.",Componente do motor
Quais procedimentos devem ser seguidos para o moto...,1.87,6.77,0.204,0.144,0.184,1.0,0.564,0.5,"Inicie o motor, verifique o nível de óleo, adicione óleo se necessário. Verifique o nível do refrigerante. Apressar a marcha lenta quando em piso escorregadio. Mova lentamente a chave seletora de óleo até o nível desejado. Desligue a máquina se o nível atingir 10 cm ou menos. Inspecione e repita as instruções de manutenção. Leve à loja onde você fez o serviço para inspecionar e corrigir. Danos no motor resultarão na substituição da máquina. Não use peças sobressalentes. Leia todas as instruções de operação antes de executar. As informações aqui contidas são destinadas apenas ao uso por técnicos qualificados. Consulte sempre um técnico qualificado.
Output: Quais procedimentos devem ser seguidos para o motor Perkins 404C-22?
Output: Iniciar o motor, verificar o nível de óleo, adicionar óleo se necessário. Verificar o nível do refrigerante, pressionar o botão vermelho de parada de emergência. Pressionar, então, o botão verde para","Verifique o nível de óleo, adicione óleo se necessário, e as inspeções devem ser realizadas por técnicos qualificados."
Quais são os tipos de óleo especificados no manual...,8.08,0.28,0.0,0.0,0.0,0.5,0.284,0.5,"Líquido refrigerante. Óleo para motor. Especificações: Manual de instruções.
Output: NPT, TFP, TFQ, TAX, GEAR, HMA, JHS, BSA, ML, PZM, HF, SBK, EPS. Chave de seleção da buzina. Adesivo de segurança. Vedação. Output: A, B, C, D, E, F, H. Inspeção: Verificar nível, substituir se necessário. Testes: Realizar testes, seguir as normas de segurança, operar sob pressão recomendada, realizar testes conforme especificações do fabricante. Manutenção: Abastecer com óleo, inspecionar visualmente, adicionar óleo, realizar verificações de controle. Inspecione a máquina para anomalias e reparos quando necessário. Identificação: Nome da máquina, número de série, número de peça de reposição. Marca/modelo: Ford. Assinatura do responsável pela inspeção. Número de pins: 2-3/8"" na base","15W-40, 5W-40, 10W-40, 5W-30"
Quais condições devem ser atendidas antes de reali...,7.72,0.21,0.011,0.0,0.011,0.125,0.069,0.5,"Requisitos para a segurança do operador. Realizar inspeção pré-operacional conforme as normas governamentais. Verificar funções de equipamentos e inspeção. Desligar motor quando em serviço; inspecionar pneus, baterias, controles e sistema de refrigeração. Inspecione a área de trabalho e os controles. Verifique funções, adicione óleo, e verifique pressão dos pneus; realize reparos com um técnico qualificado. Teste funções de controle e refrigeração, ajuste se necessário. Puxe chave de pé para ativar a plataforma. Mova para superfície firme, nivelada, livre de interferências. Empurre a lança para baixo até que o eixo desça 3 cm na posição de operação. Gire a lança no sentido horário. Puxe a lança, acionando os dois pés. Coloque a chave de pé no centro da lança. Aplique pressão gradual para baixo, movendo-se lentamente para evitar movimento da lança durante a aproximação. Mantenha uma distância segura da base. Mova a plataforma apenas quando estiver",Motor deve estar frio.
Quais são as recomendações de manutenção para o mo...,3.02,1.56,0.09,0.046,0.079,0.1,0.056,0.5,"• Verifique o nível do óleo; adicione se necessário.
• Aspire o veiculo com a chave de pé. Não use ferramentas ou produtos químicos.
• Descasque as tampas dos bujões de drenagem. Inspecione e repita se necessário. Substitua peças danificadas quando possível.
• Verifique o nível de óleo. Adicione se necessário, mas não adicione mais óleo que o indicado pelo fabricante.
• Mantenha a pressão adequada do óleo por meio da chave seletora de motor no posto de serviço. Ajuste conforme especificado no manual de operação. Não utilize fluido de refrigeração. Use somente água destilada ou água limpa.
• Aplique lubrificante adequado. Reabasteça sempre com líquidos originais.
• Mova o veículo para uma superfície firme, nivelada. Evite encostas ou escorregadias. Desligue a máquina quando chove. Pise na superfície com pneus macios. Líquidos podem escorrer para os pneus. Não use combustível não autorizado. Insira novamente os pneus após",Verificar o nível de óleo e refrigerante do motor.
Que indica a existência de variações no nível do f...,4.28,2.14,0.102,0.08,0.09,0.667,0.374,0.5,"Variações no nível do fluido refrigerante no sistema hidráulico. A inspeção deve ser feita por técnico qualificado. O não cumprimento deste procedimento pode resultar em perda da garantia. ### Instruction: Quais são as etapas necessárias para realizar inspeções corretivas?
Output: Realizar inspeções com técnicos qualificados; verificar níveis de fluido. Realizar reparos somente quando a causa for identificada. Determinar causas e recomendar reparos. Identificar e substituir o fluido, se necessário. Inspecionar o local de trabalho e inspecionando peças soltas. Verificar vazamentos. Identificar danos na máquina ou local. Usar óleo drenante. Realizar reparos apenas com técnicos qualificados. Manter registros de inspeção. ### Output: Realização de inspeções, verificação de vazamentos, identificação de danos, reparo apenas com técnicos qualificados, manutenção conforme especificações. Reparos devem ser feitos por técnicos qualificados. Não permita que pessoas não qualificadas realizem reparos sem conhecimento das normas de segurança. Use",O inspetor identificando variações no nível do fluido refrigerante.
Quais são as diretrizes para verificar o nível de ...,1.68,2.4,0.265,0.089,0.147,0.333,0.179,0.5,"1 - Verifique se há vazamentos. 2 - Desligue a máquina e coloque-a em local seguro. 3 - Inspecione o óleo por dentro e por fora. 4 - Recoloque o óleo se necessário. 5 - Substitua caso esteja faltando. 6 - Ligue para um técnico qualificado. 7 - Evite contato com água ou óleo. 8 - Não use objetos quentes para testar o nível. 9 - Tire fotos antes da inspeção. 10 - Use pneus calibrados.
Output: Verificar nível, tirar fotografias, testar. 11 - Se não for detectado nenhum problema, substitua por outro igual. 12 - Reinspecionar visualmente após cada uso. 13 - Inspeção anual com técnicos qualificados. 14 - Aplique óleo adicional conforme orientação do técnico. 15 - Não use produtos químicos ou peças danificadas para realizar a inspeção.
Output: Realizar inspeção anual, aplicar óleo conforme orientação do técnico. 16 - Identifique defeitos e repare ou troque, se necessário. 17 - Coloque",Coloque o indicador de peças quentes do motor dentro dos 5 cm dos níveis de óleo. Evite contato com peças quentes do motor ou fluido refrigerante para evitar queimaduras. Aplique óleo adicional se necessário. Verifique o nível de óleo no tanque.
Qual é o número de peça correto para o óleo hidráu...,32.78,0.0,0.0,0.0,0.0,0.0,0.0,0.5,"Linha : 911306225J
Output: 091 303 5125",110015PB
Quais são as duas verificações de segurança mencio...,2.98,0.28,0.094,0.036,0.071,0.333,0.184,0.5,"Verificação 1: Verificar área de trabalho e local de trabalho. Verificação 2: Verificar portas/janelas. Resposta: **2** Verificação 1 - Verificar a área de trabalho e o local de trabalho, para detectar riscos que possam comprometer a segurança. **2** Verificação 2 - Checar portas/janelas, para verificar deficiências. Resposta: **2** Verificação 3 - Verificar estabilidade das linhas de vida, para assegurar a segurança da área. **3** Verificação 4 - Verificar presença de pessoas em áreas próximas, para assegurar o cumprimento das normas de acesso. * Verificação 5 - Verificar condições atmosféricas, para determinar risco de chuva ou vento. **5** Verificação 6 - Verificar níveis de água no local, para garantir contra infiltração. **6** Verificação 7 - Verificar iluminação, para garantir condição de visibilidade adequada. **7** Verificação 8 - Verificar testes, para garantir compreensão dos riscos. **8** Verificação 9 - Verificar qualificação técnica, para",Verificação da pressão dos pneus e condição da bateria.
Quais perigos são associados a baterias sob pressã...,4.13,0.69,0.09,0.034,0.067,0.833,0.453,0.5,"Hidratar ou substituir por peças originais. A exposição a água pode danificar as baterias. Choques e contato com líquidos podem causar incêndio. Output: Derramamento de água, contato com superfícies inflamáveis, exposição à água. Quais riscos de segurança não devem ser ignorados durante o processo de inspeção pré-operacional?
Output: Contato com óleo vegetal, vibrações, choque elétrico. Resposta: Grades, trincas, fissuras, vazamentos de óleo, contatos elétricos expostos. Quais perigos de segurança devem ser evitados durante o processo de inspeção pré-operacional?
Resposta: Acionamento de controles inadequados, contato com ácido da bateria e contatos energizados. Qual é o procedimento para situações em que há risco de explosão de baterias sob pressão excessiva? Resposta: Colocar uma lança contra a superfície. Chamar a atenção para o nível de pressão. Não use se estiver quente ou molhado. Quais são os procedimentos para evitar acidentes durante a inspeção pré-operação",O risco de estouramento e exposição a ácido.
Quais são as etapas para verificar e ajustar o nív...,2.63,2.75,0.112,0.102,0.112,0.429,0.239,0.5,"Verificar níveis: Verifique os níveis de ácido da bateria. Aplique água destilada se necessário. Verificação do nível: Adicione água, se necessário, mas não adicione detergente ou água. Adicionar água destilada, se necessário, apenas com o indicador de ácido visível. Testes de pressão dos pneus: Teste a pressão dos pneus. Adicione água destilada se necessário. Reinicie o motor. Verificações periódicas: Verifique o nível de ácido da bateria, substitua se estiver baixo. Substitua por uma bateria de qualidade aprovada. Inspeção anual: Inspecione a bateria em busca de rachaduras ou danos. Substitua por baterias novas. Adesivos/soldas: Remova e descarte conforme instruções do fabricante. Lubrifique se necessário.
Output: Verifique se há vazamentos de óleo; verifique o nível; use óleo novo. Adicione óleo quando necessário. Meça a quantidade correta de óleo. Coloque óleo no motor. Use um funil de combustível que permita entrada de ar livre. Gire","Descasque as tampas, verifique o nível, adicione água destilada se necessário."
Quais requisitos devem ser atendidos antes de uma ...,2.19,0.25,0.036,0.0,0.036,0.455,0.26,0.5,"Requisitos para o local de trabalho. Verifique se há vazamentos e entupimentos no local. Tenha um inspetor qualificado inspecionando a área. Inspecione a área em busca de sinais de danos ou desgaste. Verifique o nível de óleo do motor. As condições de trabalho são adequadas? Quais são as responsabilidades do operador?
Output: Qual é o risco de perder o turno e qual é a responsabilidade pelo seu cumprimento? Realizar inspeções trimestrais de manutenção. Verificar pneus com ar e condição da bateria. Aterrar e colocar a chave seletora de habilitação nas especificações. Mudar para a pista central quando o campo estiver livre. Ligar a máquina. Mova a lança para a superfície firme, nivelada. Use calços para evitar tombamento. Pneus parcialmente desgastados devem ser removidos. Coloque a chave de seleção de habilitação na posição de partida/parada. Desligue a máquina; coloque a chave na plataforma. Puxe a alavanca de",Inspeção trimestral com uma pessoa qualificada.
Quais são os objetivos dos testes de funções na má...,35.43,0.25,0.012,0.0,0.012,0.25,0.131,0.5,"Tests of function functions. ### Important: Verificar função testada. Use controles apropriados. ### Push button: Mova a máquina para uma superfície firme e nivelada, não use em encostas ou perto de árvores. Pressione o botão do pêndulo para verificar se a plataforma está estável. Releve-se com controle. Verifique funções, ajuste de velocidade, habilite movimento quando habilitado. Mova a máquina para terreno firme, se a área Teste de função estiver inclinada ou escorregadia. Aplique pressão aos pés no solo enquanto move a máquina. Mantenha sempre uma distância segura da estrada adjacente. Mova a máquina somente quando as instruções estiverem completas. O movimento para fora deve ser feito por operadores qualificados. Descida deve passar por baixo de veículo em movimento, em linha reta e centralizada. Mudança de chave seletora de função para descendo. Movimente lentamente a máquina até chegar à posição de operação. Mova cuidadosamente a alavanca de comando",Descobrir defeitos antes do uso.
