Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Quais são as etapas para verificar e ajustar o nív...,3718.08,0.35,0.0,0.0,0.0,0.0,0.0,0.5,"ae, de de de de ,. de de. de de,,e de. de, deoe de deaa, de de, deo de,a,,,a,a,oe de dea,,e de de,, de,. de dea de dee, de. de, dea, de de,  de, de de,,a deoa deeo de, de.ea,a de, de,aa de, dee deae dea, de. de de de de, de. de, de, de de de,. de de de., de,eee de, de de de de.a de,.e deoo de,, de","Descasque as tampas, verifique o nível, adicione água destilada se necessário."
Quais requisitos devem ser atendidos antes de uma ...,63844.46,0.24,0.026,0.0,0.026,0.0,0.0,0.5,",.e  de, de deae,. e, de, de de de, deee de,e,,.,, deaa.a de de.a,e de de de,  de,e..,o de de de de <extra_id_32>ee,aa,,, de de ,,,a,,,a,.,aa ,,, de de,.aa <extra_id_32>, deaa., de de dea.,,,e,, de,,,a dea,,a, de. de.o de,o de de. de,,, de, ,, de de. e de de,,,o de de",Inspeção trimestral com uma pessoa qualificada.
Quais são os objetivos dos testes de funções na má...,8877.19,0.27,0.0,0.0,0.0,0.0,0.0,0.5,"de de de.,,a., deoos,, a. , ,,,a de. de,,. de de deo de de de,a,.o de ,, ,,, dee., o,a  de dea dea , , , dee ,a de..aa de  de de ae de, eee,. deae,, des, <extra_id_14> de,a deo de.e,. ,  deo, de de, o,., ,,, o,,. de,, ,o,,a de, de, de deae de, ,oo,  de de de de , de de",Descobrir defeitos antes do uso.
Qual é o procedimento a seguir após a detecção de ...,1422.32,0.39,0.061,0.0,0.061,0.0,0.0,0.5,"de de.e,,, de de. de de, dee, deee de de de,ae de de,,a de,,,, de dee,, de.,a., de de,ee, dee de, de ,, de dea de. de de,,,,aae de de de,, de de de de,. deaa de de de de dea de, de de de, deeo de de,,,ae de. de ,. de de, de de , de,, de.,a deaea de de de de ,ao,,, de de de de de de de. de , de de , de dee",Identificar e colocar fora de serviço a máquina. Realizar reparos com um técnico qualificado.
Qual é a primeira etapa do processo de pré-operaçã...,5069.3,0.21,0.049,0.0,0.049,0.0,0.0,0.5,"...,.. ,,aos <extra_id_32>,  de .o,,ess,,.,a,,,,,,,,a dea,a,   de, de,,s o , ,,,e dea  de. de <extra_id_32> <extra_id_14> deoe. de,ae. de,.,,.  deae de de,oe <extra_id_32>  a de,. de, dea de , de,,a de. de.a, de,,.,. <extra_id_32>o,, de, de, de,, de de,,o ,.e de . de,a,a de,ea,aa de .,eea de, <extra_id_32>,aaa de",Realizar sempre uma inspeção pré-operação.
Qual é o primeiro teste de função?...,123505.5,0.27,0.028,0.0,0.028,0.0,0.0,0.5,"a,, de , <extra_id_14>,,, de deo deoe,,aa de, de,,e, de, de de de <extra_id_14>a,, des, de a dea de ee,, de,    de ,e de,,a, de de ,, de,, de de,,. de deo de.,a,,. e.a,.,..,, de de deeoe,,,e,,,,,,..o, oe,,, e,, .,,,,,.,,e, de,  de,aea de de,,,,, de de,e,, de, .,o de de.,oo,,",Selecione uma área de teste que seja firme.
Qual é o procedimento para iniciar o motor de emer...,21684.44,0.39,0.066,0.0,0.066,0.0,0.0,0.5,"<extra_id_0>,a ,.s,ao,a. de,,, deo,,,, .,,.,aa., de de de, de de de  de ,ae,a,,e, ,. de, de de ,. de , deaa .,e.o de a de, e, , e de, de de de de de deo de eo de de de.  de  deo de,., de, e,., de, de de de de, deo , de de, de dee, de,a.ee.a,a,,,,ae, eea deo de,, de de de  de dea deo de","Deslize para a posição 3, pressione o botão vermelho, abra a tampa da base."
Qual é o resultado de tocar o botão vermelho de pa...,782.93,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,O alarme parará e o motor desligará após 2 ou 12 segundos.
Quais são as etapas iniciais para testar funções d...,5705.68,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Puxe o botão vermelho de emergência para ligar e teste cada chave seletora de função.
Quais funções da lança e da plataforma devem ser t...,6549.0,0.33,0.047,0.0,0.047,0.0,0.0,0.5,"de,oe., ,, de,, de  de,,,,, de de, de, de  de de de , , de, de de,ea deea,a de, dea de,eee, de de deo., de de,, de deea de de de de, dee de de de de de de de,, de de dee de de ,  deee de dee de, de,ae deea de, de de dee dee,,, de de,, , de .,,e,a de de,,e.  ,ee de de de deaa,. de  de,, dee, de,",Testes das funções da lança e da plataforma.
Que ação deve ser tomada para testar a parada de e...,682365.69,0.33,0.143,0.0,0.143,0.143,0.117,0.5,"<extra_id_0>,,, <extra_id_0>o  <extra_id_0>.,, e,, ,a de,s,s, <extra_id_14>. para, de. de,, de <extra_id_14>.o s de, de.,a de de,a,, ,,,,,o a, deeos.o e  de de <extra_id_14> de.., de de ,  de ,.,o, de  de de a  deo de,   de o,.e de de  de , o de,o de, , de de,,. de, de. deo,ea dea de de  de de . a,,, de de de de ,, , ,ao de de,  . de.",Localize e pressione o botão vermelho de parada de ciclo de operação.
Quais são as etapas para reagir em caso de emergên...,14082.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"1. Desligar o motor, 2. Puxar o botão vermelho de parada, 3. Tocar o triângulo azul."
Quais são os passos para testar a buzina e a chave...,7034.18,0.52,0.115,0.0,0.115,0.0,0.0,0.0,",,,, . de, de,, de,, dee.a de dee, de,, de de deae de deaeaa dea de, de de. de,, deaa. de dea de de.a deee,.ae de e de de,e.e de,e dee,e,ee de.,e de, dee de. de dee dee de de de de de de de a dee, de,a de de de, de de dea, de dea de.  de de, de de de de de, de de de de de de dee de,e de de de,e de de dee de , de. de",1. Mova lentamente a alavanca de controle. 2. Pressione o botão da buzina. 3. Pressione a chave de pé. 4. Pressione o botão vermelho de parada de segurança.
Que ocorre quando o botão vermelho de parada de co...,206130.2,0.34,0.095,0.0,0.095,0.0,0.0,0.5,". de,,., de de de de,a, de dee,.,,e de,ea,, de de de de,, de, de, de,,,... de de ,a de deo,,o de de, de de de,ea,e de, dee,,aee,  e de., a ,  de de de dee,,, de a, de de.,,,,e, de de deee, de de de,e, de, de  .,.  dee de de deo,a de, de,,,, de dee de,, de,,ee de, de, , de deea, de",A alavanca de controle se move lentamente para a posição ligada.
Quais são as instruções para testar a função de vi...,1421186.55,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,Deslize a chave seletora de partida para triângulos amarelos na direção indicada.
Quais funções da máquina devem ser testadas de aco...,1272.05,1.73,0.333,0.0,0.267,0.0,0.0,0.5,", de,. dea, de,.. de dea,,aea dea.e dea dea, de,.,. ,,.e de,,,,,o","Movimento, freio, habilitação de movimento, movimento de chave de pé, e movimento da lança."
Quais são os resultados esperados da operação de m...,5807.11,0.32,0.089,0.023,0.089,0.0,0.0,0.5,"a <extra_id_14>,a  . <extra_id_14>,. dea de, de de de ,  de,  de., deee de de <extra_id_14>e, e., de,,, de de de  de, dea , o,o dea.e,aa, de  de,ao dea.a,e, de, de,o deoee,,ea de de dea, de, de, de.,e, dee dea,, de,, de deo,,,e,,,,a, de, de dee de,, dee dea. de,,,, de, de.  de de, de,  de., de de dee ,",A lâmpada se acende e a máquina se move na direção indicada.
Quais são as instruções para acender a seta azul n...,3636.21,0.63,0.163,0.0,0.163,0.0,0.0,0.5,".e,,a, <extra_id_14> de,, deálaa,.   a, e,  de.,e,ee. , de.a,e,.,,, de  de,,, ,a ,a e, de de..a <extra_id_14>, ,  de , de., dea,,. de de,,a de de, ,o",Mova lentamente a alavanca de controle de intervalo até a seta azul acenda.
Quais são os requisitos para iniciar o movimento d...,2384271040.66,0.52,0.17,0.0,0.17,0.0,0.0,0.5,"a de,,,..,,, <extra_id_14>ea.a. de, . de de, de de, deao <extra_id_32>,,  de,,a s de a.,ea ,e, de,,. ,,a, ,, o. <extra_id_32>,. de. . de, ,e de ,,. de,,  dea,  deaoe,,.,  de ,o",Mova e segure a chave seletora de habilitação.
Quais são os requisitos para os freios e alavanca ...,5561.88,0.51,0.153,0.017,0.136,0.0,0.0,0.5,",. e o de, de de, de de, dee  de, ,e de,  de, de, de dea de.,aa de, de de, ,e de de de,,a, de de.,.e de de  dea de de, de., de de de,.,  de  de de. deeee de, dea, de deae..a,e dee. dee.,,aa. dee de, de , de, de, , e, de dee. de, dee. dee.  de de,a deeae.,ee dee de de dee. de,a, de. de","Os freios devem ter capacidade de lentamente e a alavanca de controle deve mover a máquina no centro quando em terreno inclinado. A função de movimento deve funcionar, permitindo movimento em sentido oposto quando o sistema de habilitação estiver em uso."
Quais cores são usadas nos controles da plataforma...,1869.17,0.37,0.048,0.0,0.048,0.0,0.0,0.5,"de,,. de,,e de, de. ,, de dee deo dee de de,,,a, de. de,a,, de, de  de de , de,, ,, dee de  de., de,, de  de de,, de ,ee de de, dee de, de de  dee de de dee. de  de, de de de, de de. de de de,, de,, aee de,ae de, ,ea deea,e de. de de. de  de,, de de de.., deeo. de, de,, de de.e.","Azul na direção, amarelo para o número de peça."
Qual é a instrução dada para o teste de velocidade...,39858.5,0.55,0.2,0.0,0.2,0.0,0.0,0.5,",,e,,eo de de, o de,,,a,,, dea de de,,,a , , ,,,, , de de.. de  de.   de dea ,, ., ,  de de. aae, a,, .  de  , de de , e . a,  de a, , de o de de  ,a,,,, de  dea , de ,e,,, de,  e.o, .e , ,aea e  oa,,e,, de  de, . eeo ,  dea",Pressione a chave de pé. Levante a lança primária cerca de 61 cm. Mova lentamente a alavanca de controle.
Qual deve ser a taxa máxima de movimento da lança ...,4734.6,0.22,0.0,0.0,0.0,0.0,0.0,0.5,"<extra_id_32>,, s  <extra_id_0>.. de, dee,.,..,, de. ,os,,,,,o de,. de,, , a,,,,, , , de,e, ,a e,,,a,,, <extra_id_14>,a,.,.. , de de de,a,,e., de de.o,,o,e, de..o de de de ,. de de, de, deea dee, de , dee,, de de  de,. de,ea ..e,, deoe dea de. de,, deaoee de de de de dea de de de, de,,, de de  de",15 cm por segundo.
Quais são as instruções específicas para o movimen...,4669.92,0.23,0.136,0.015,0.106,0.143,0.11,0.5,"para <extra_id_0> <extra_id_0> <extra_id_0>.. <extra_id_0> <extra_id_0> de <extra_id_0>  <extra_id_0> <extra_id_0>, <extra_id_0> ,  <extra_id_0>,,, .  des <extra_id_0> <extra_id_0> <extra_id_32> de <extra_id_0> <extra_id_0>  de. ,  , de te, do  <extra_id_32>,  de te <extra_id_0>a , de <extra_id_0>, te <extra_id_32>.,,, de   <extra_id_32>,,,a, , ,,a. de  , .a   , de re , de. de    de  , de re.,,,.,,. povo,, dea. de,. e,,, infra de. de  de deo.,,,o  <extra_id_14> dea,o de,,,.,a de,ál,,,e, de, a, de","Desça a lança até retraída, depois levante cerca de 61 cm. Mova lentamente a alavanca para a posição máxima."
Qual é a velocidade máxima de operação permitida p...,185465.79,0.0,0.0,0.0,0.0,0.0,0.0,0.5,", ,, de, de .a,, de,e de de,.,. de,e ,, de, de, de,. de de dea.,,. de..,,, de,. de  e,e,, deo.,, deee de dea, a de de de,a.e, ,, de.,,o,a de,  de de de de de de, de,. de de, de,e de de,,eee de,  deae de de ea de de,  de de,,, a de, de de,,.a,,e de de., de dea..,,o de de. .,",30 cm por segundo
Qual é a velocidade máxima permitida da lança prim...,921532.44,0.0,0.0,0.0,0.0,0.0,0.0,0.5,",, de. de deo,.,, de ,a ,  de,e,o,e de de,, de de de, e de,,oea. de,,.e. de, de., dee , de, de.. dee, de, , de de de, de dee,, des de,, de., de a .e dee de.,a de,,e . de de, de ,, de, de.o, ,ae de  de dee,, de de , des, , de de,eo,,., de,a de, de de dea, de ,, ,,.a,o <extra_id_14> dea",30 cm por segundo
Qual é a primeira etapa para realizar testes de fu...,6493.9,0.36,0.043,0.0,0.043,0.0,0.0,0.5,"a,aee de, de de.  de de de de, de de de de, dee  de,ee de de. de de de de dee de .,e,e deee,,, de de, de., dee de deaea.eee de.e  de de de de de de de,e dee, de de de de, de de de de de,,e dea de  de, de, de,ae de de de de,ee de de,  e de de,,e deo,e de, de ,,e de.e deo,, de de,, ,, de, de, de dea,,ee",Empurrar a chave de pé no motor.
Quais são as instruções para ativar a função de di...,66411903.72,0.33,0.105,0.0,0.105,0.0,0.0,0.5,",,,ao,, de de.a de dea de deo  de, de dea, de.  de de.,e.,,,ae,,, de, deo., de,,,, de dea.e de de <extra_id_14>,, ,, de,, o,,,,a,e de,.,,,,o, de deo, dea de de deee de, de,,a. de,,. de de <extra_id_32>a de ,,a dee., de de deee ,e, de de,, de e .a de <extra_id_32>,., de de,, de de.  de, de,,, de de,o, de de","Ligar a chave seletora de direção na roda direita, com um calço ou guia de 15 cm."
Quais são as etapas para testar os controles auxil...,2663.64,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Desligue o motor, depois suba com ambas as rodas comandadas pela direção até o calço ou guia."
Quais são os dois passos iniciais para garantir a ...,11413.46,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Determinar se o local é adequado, realizar inspeção do local de trabalho."
Quais são as responsabilidades do operador antes d...,1598.05,0.45,0.116,0.0,0.093,0.0,0.0,0.5,"de de,oa, de,oea de de,,.,,, de de , , de de, dee, de de deo. de de de,,,,.. deoe, dea,,o de de ,o de  de. deaea de de,e.e, de deoe,a de,a.a.o de de,ea,,e de deaa de., e deo,  de dea de. de,a,,, de de deao de,ee,,oe de  de.,.,a,,, de .eeo. de de, de,,aaoo,e,","Verificar riscos, prestar atenção, evitá-los, aprender e praticar princípios de ajuste e operação segura."
Quais são as medidas de segurança recomendadas ant...,3358.76,0.44,0.091,0.0,0.091,0.0,0.0,0.5,", ,. de, de de de,a de., <extra_id_16> de de ,. de  de de de ooa dea ,. de a. de,, de  deaa,e de  de,,,a,,a de, e de e de o de de,. de de , dea,, de o,aao deaa de, deee deoe de, dea, de e,,,e de deae dee, dee, deo,e de dee,,,, de de,,, de,,,a  de de deaoe de.eea de, deeaa,,aaa,ea de","Realizar uma inspeção pré-operacional, testar funções de equipamento, inspecionar o local de trabalho."
Qual é a prioridade ao inspecionar o local de trab...,19987.1,0.29,0.0,0.0,0.0,0.0,0.0,0.5,", de,e de,.,e dea dee e de de des ee de, de.o. de, ,,oe dea de.e de de,,e,o dee dea, de de de  de de dea deoe de,,,,, deae de,o dee,e de dea , de,,,o de,,e de de,, dee deee de de  dee,aa, de,a,o,.oe de, de, de dee  deo,,,, de de deea.ao de. dea  dee de, de,, de ,, dee.o.",Verificar superfícies instáveis ou escorregadias.
Quais são as instruções básicas para operar a máqu...,3216.95,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,"Aprenda princípios de trabalho local, não opere para outros, não opere sem responsabilidades."
Quais são os requisitos para operadores de máquina...,11211.34,0.34,0.025,0.0,0.025,0.0,0.0,0.5,"de,, de deo de deo de,,,. de,e,,,,,, de de ,a, de., dee,, de dea de de de ,eo de de de,,,e,,,, de, de de, a de,,,, a de  de,o e de  de de ea de.,  de de,e de de, de,oe,oaoo ,a,a, ,, de,, de,a de.,e..,a,e deo dea de de,  de,.  de dee,  de,a e aaea, de.,,e de, de,a e.ea,","Treinado, autorizado, inspeção pré-operacional qualificada."
Quais são os passos obrigatórios antes de operar u...,2299.0,0.39,0.13,0.0,0.13,0.0,0.0,0.5,"de de de,,se,, dea de,o.a de de dea dea, de de de dea, de,,.e de  dea, e.,e,,., ,o de. dea de de dee., de,. de., de de,.a de,,. de <extra_id_32> <extra_id_14> de de,oee de,,,,, dea,,a. de, de, de, dea <extra_id_32>aa dee de.,e,eo,, de deo de,a de ,,, de,o dea deea de de de de de,e de ,, deo,, deae, de. de,a, de de de,a,, de","Realizar testes, seguir normas de segurança, inspecionar o local de trabalho, usar a máquina para operações, testes e inspeção."
Qual temperatura exige o uso de uma bateria auxili...,21740.14,0.26,0.026,0.0,0.026,0.0,0.0,0.5,", de de, de ea de de de, de,, , , de de,  e de.  de,a.  de, de deoo de,o de de de,, de  de  de. deo,,,. de  de dea de  de, .a,a,oa de,.,, de, de de de, de,  de dee a de, , e dea. de de de,,  ,,, .,,,a. de de, de de de.,,,,e.e, de de de.,a,,e, ,, , o,a, e deo,. de ,a deao dee.e, de",Baixo de -18 °C
Qual é o procedimento para iniciar um motor quando...,14022.0,0.42,0.024,0.0,0.024,0.0,0.0,0.5,",oe de,eaea dea de de de,,a, de deo de de  de deaa de,e de de,ee,eaa,,aa, de, de de deaao de dee,,,. de de,a de de de,a dea de de, deoe de de deo de dea,.,a de, deo deo de de de,o,.ea.aa de,..,e de, de, deoao de de,oa, dea,.,ee de.,, de.,.o.,. dee,e de, de.","Puxar para fora, ligar, aquecer motor por 2 minutos, então mudar para GLP."
Qual é o procedimento para desativar a função de e...,5643.29,0.35,0.065,0.0,0.065,0.0,0.0,0.5,",.se,,aa deao de de ,.,ao de. dea.aea, de de de.. deo,,s..,,  de de <extra_id_14>e de,o deeo de dea , de,, de de de.e,e de de, de de  dee..., de  de  de de, de. de., de de deo, de,.,,a, de deee, de, de.. de,a, de,..o de de de de.,e de de de  de  de,e,,oeo dea,, de de de dea de, de,,,,e de de,a, dee",Deslize a chave de vela incandescente para pressionado por 3 a 5 segundos.
Quais são as etapas a seguir quando o motor não dá...,2295.22,0.41,0.158,0.027,0.158,0.0,0.0,0.5,"deea de. .,,,.,,, de,, de, de,, de dee dea de  de deoo de,e..,e,,,,,,. dea.o deae,, de de de, de de. de de de, de, de, dea de,,e,ae, de, dee.o, de,,a,o,ee,e de,,,a,oa,o  de de., de,,a.,ea. de,,, de,,a.a,a de,o,. de. deoa.,oa. dea, de,. de,",Determine o motivo e conserte; coloque a chave de comando na posição de partida.
